시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
현대오일뱅크 신사현대점,서울특별시,강남구,11680,서울특별시 강남구 도산대로 163,,37.5195045070,127.026334,00:00,24:00,00:00,24:00,00:00,24:00,48,1,1000,2,"택배를 주문하고, 물폼 수령장소를 안심택배보관함으로 지정 - 휴대폰문자 메시지 확인 - 본인 휴대폰번호 및 인증번호 입력 후 물품수령",중형/02,02/52,02/60,02/200,02/230,2019-01-15,1899-4711,현대오일뱅크 신사현대점,02-546-2182,2019-10-10,3220000,서울특별시 강남구,
역삼청소년수련관,서울특별시,강남구,11680,서울특별시 강남구 논현로64길 7,,37.4939730792,127.0409125360,00:00,24:00,00:00,24:00,00:00,24:00,48,1,1000,2,"택배를 주문하고, 물폼 수령장소를 안심택배보관함으로 지정 - 휴대폰문자 메시지 확인 - 본인 휴대폰번호 및 인증번호 입력 후 물품수령",중형/02,02/52,02/60,02/200,02/230,2019-05-22,1899-4711,역삼청소년수련관,02-550-3612,2019-10-10,3220000,서울특별시 강남구,
중곡교회(감리),서울특별시,광진구,11215,서울특별시 광진구 긴고랑로36길 56,,37.5569649607,127.090750,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/5+03/1+04/6,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2017-06-05,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구,
구의2동공영주차장,서울특별시,광진구,11215,서울특별시 광진구 자양로 309,,37.5530924569,127.0931206258,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/5+03/1+04/6,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2017-06-05,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구,
자양종합사회복지관,서울특별시,광진구,11215,서울특별시 광진구 자양번영로 35,,37.532800,127.0752330874,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/3+03/13+04/2,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2016-06-07,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구,
중곡문화체육센터,서울특별시,광진구,11215,서울특별시 광진구 능동로 433,,37.5677777604,127.0848034472,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/3+03/13+04/2,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2016-06-07,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구,
중곡종합건강센터,서울특별시,광진구,11215,서울특별시 광진구 긴고랑로 110,,37.559320,127.087090,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/3+03/13+04/2,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2016-06-07,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구,
화양동주민센터,서울특별시,광진구,11215,서울특별시 광진구 능동로17길 39,,37.5465375591,127.0713178828,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/3+03/13+04/2,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2015-08-01,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구,
자양제4동주민센터,서울특별시,광진구,11215,서울특별시 광진구 뚝섬로26길 58,,37.534060,127.066230,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/3+03/13+04/2,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2014-07-01,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구,
동부여성발전센터,서울특별시,광진구,11215,서울특별시 광진구 아차산로30길 36,,37.5394043329,127.066700,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/3+03/30+04/2,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2014-07-01,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구,
중곡제1동주민센터,서울특별시,광진구,11215,서울특별시 광진구 긴고랑로12길 49,,37.5606668136,127.080050,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/7+03/1+04/10,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2018-06-01,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구,
서울광진경찰서,서울특별시,광진구,11215,서울특별시 광진구 자양로 167,,37.5429108762,127.0839017211,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/7+03/1+04/10,01/60+02/60+03/60+04/60,01/50+02/50+03/45+04/50,01/90+02/45+03/30+04/22.5,2018-06-01,1899-4711,㈜새누에스씨,02-450-7568,2019-02-28,3040000,서울특별시 광진구,
선도동자율방범대,경상북도,경주시,47130,경상북도 경주시 충효천길 123,경상북도 경주시 충효동 2986,35.84344854,129.1857364,00:00,23:59,00:00,23:59,00:00,23:59,48,24,0,99,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",소형/04,29,60,50,22,2018-01-01,054-779-8421,선도동행정복지센터,054-779-8421,2019-09-06,5050000,경상북도 경주시,
파장동 행정복지센터,경기도,수원시,41110,경기도 수원시 장안구 파장천로 60 (파장동),,37.3102933,126.9973907,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
율천동 행정복지센터,경기도,수원시,41110,경기도 수원시 장안구 서부로 2106번길 27 (율천동),,37.2975302,126.9713099,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
정자1동 행정복지센터,경기도,수원시,41110,경기도 수원시 장안구 정자로 130번길 20 (정자동),,37.3021888,126.9909984,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
조원1동 행정복지센터,경기도,수원시,41110,경기도 수원시 장안구 금당로 56 (조원동),,37.3017782,127.0166134,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/3+03/12,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
연무동 행정복지센터,경기도,수원시,41110,경기도 수원시 장안구 경수대로 757 (연무동),,37.2904326,127.0214900,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
평동 행정복지센터,경기도,수원시,41110,경기도 수원시 권선구 평동로 76번길 13 (평동),,37.2581197,126.9942775,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
권선1동 행정복지센터,경기도,수원시,41110,경기도 수원시 권선구 경수대로 352번길 29 (권선동),,37.2576629,127.0246534,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
곡선동 행정복지센터,경기도,수원시,41110,경기도 수원시 권선구 동수원로 146번길 174 (곡반정동),,37.2432681,127.0333452,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/3+03/12,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
버드내도서관,경기도,수원시,41110,경기도 수원시 권선구 세권로94번길 29(세류동),,37.2570013,127.0151399,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/3+03/12,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
서호노인복지관,경기도,수원시,41110,경기도 수원시 권선구 구운로 4번길 34 (구운동),,37.2784962,126.9761901,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
팔달구민생활체육센터,경기도,수원시,41110,경기도 수원시 팔달구 매산로 104번길 38 (매교동),,37.2689669,127.0132294,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/3+03/12,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
화서1동 행정복지센터,경기도,수원시,41110,경기도 수원시 팔달구 동말로 4번길 10 (화서동),,37.2763280,126.9950366,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
지동 행정복지센터,경기도,수원시,41110,경기도 수원시 팔달구 팔달문로 115번길 5 (지동),,37.2819557,127.0284357,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
매탄2동 행정복지센터,경기도,수원시,41110,경기도 수원시 영통구 매영로 39번길 21 (매탄동),,37.2701247,127.0474227,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2017-01-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
수원시가족여성회관,경기도,수원시,41110,경기도 수원시 팔달구 매산로 119 (교동),,37.2716391,127.0133873,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/2+03/8,02/55+03/55,02/45+03/45,02/60+03/30,2019-06-14,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
행궁동 행정복지센터,경기도,수원시,41110,경기도 수원시 팔달구 신풍로23번길 40 (신풍동),,37.2840064,127.0126305,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/4+03/16,02/55+03/55,02/45+03/45,02/60+03/30,2019-07-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
송죽동 주민행복쉼터,경기도,수원시,41110,경기도 수원시 장안구 정조로 1041번길 12-3 (송죽동),,37.2985730,127.0057109,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,택배기사가 물건을 보관하면 수령인에게 비밀번호 발송,중형/02+중소형/03,02/3+03/10,02/55+03/55,02/45+03/45,02/60+03/30,2019-10-01,1899-4711,수원시,031-228-3218,2019-09-17,3740000,경기도 수원시,
여성안심무인택배함(덕양구청),경기도,고양시,41280,경기도 고양시 덕양구 화중로104번길 13,경기도 고양시 덕양구 화정동 955,37.63746533,126.8322365,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/05+중형/20,01/20+02/5,01/20+02/5,01/20+02/5,01/20+02/5,2016-07-01,1899-4711,여성가족과,031-8075-3332,2019-11-20,3940000,경기도 고양시,
여성안심무인택배함(삼송역),경기도,고양시,41280,경기도 고양시 덕양구 삼송로 지하 194,경기도 고양시 덕양구 삼송동 18-5,37.65325521,126.8957441,05:00,01:00,05:00,01:00,05:00,01:00,48,24,1000,1,택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/05+중형/20,01/20+02/5,01/20+02/5,01/20+02/5,01/20+02/5,2017-02-22,1899-4711,여성가족과,031-8075-3332,2019-11-20,3940000,경기도 고양시,
여성안심무인택배함(원흥역),경기도,고양시,41280,경기도 고양시 덕양구 권율대로 681,경기도 고양시 덕양구 원흥동 569-15,37.65091953,126.8733059,05:00,01:00,05:00,01:00,05:00,01:00,48,24,1000,1,택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/05+중형/20,01/20+02/5,01/20+02/5,01/20+02/5,01/20+02/5,2017-02-22,1899-4711,여성가족과,031-8075-3332,2019-11-20,3940000,경기도 고양시,
여성안심무인택배함(정발산역),경기도,고양시,41280,경기도 고양시 일산동구 중앙로 지하 1270,경기도 고양시 일산동구 마두동 1123,37.65965732,126.7734644,05:00,01:00,05:00,01:00,05:00,01:00,48,24,1000,1,택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/05+중형/20,01/20+02/5,01/20+02/5,01/20+02/5,01/20+02/5,2017-09-05,1899-4711,여성가족과,031-8075-3332,2019-11-20,3940000,경기도 고양시,
